Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
2/1/14,Home,2014-02-01T00:00:00-05:00,2014-02-01T12:47:17-05:00,46037,42.3754311174,-71.1114458017,Home,
2/1/14,Proximate,2014-02-01T13:00:36-05:00,2014-02-01T14:41:15-05:00,6039,42.378716,-71.117205,Tech Startup,http://foursquare.com/venue/51c8c0d1498e5d4d09a48362
2/1/14,Dickson Bros. True Value,2014-02-01T14:53:57-05:00,2014-02-01T16:08:15-05:00,4458,42.373343,-71.120418,Hardware Store,http://foursquare.com/venue/4aad3cf3f964a5202f5f20e3
2/1/14,Home,2014-02-01T16:25:22-05:00,2014-02-02T00:00:00-05:00,27278,42.3754311174,-71.1114458017,Home,
2/2/14,Home,2014-02-02T00:00:00-05:00,2014-02-02T14:09:39-05:00,50979,42.3754311174,-71.1114458017,Home,
2/2/14,Floyd's 99 Barbershop,2014-02-02T14:29:27-05:00,2014-02-02T15:17:19-05:00,2872,42.38213717937469,-71.11979826,Salon / Barbershop,http://foursquare.com/venue/4a9d711ff964a520443820e3
2/2/14,Broadway Marketplace,2014-02-02T15:33:29-05:00,2014-02-02T15:50:49-05:00,1040,42.37405171427381,-71.11300484548056,Grocery Store,http://foursquare.com/venue/4a661612f964a520ffc71fe3
2/2/14,Home,2014-02-02T15:55:29-05:00,2014-02-02T18:49:06-05:00,10417,42.3754311174,-71.1114458017,Home,
2/2/14,Place in Coolidge Hill,2014-02-02T19:13:09-05:00,2014-02-02T22:20:35-05:00,11246,42.3742313284,-71.1320735788,,
2/2/14,Home,2014-02-02T22:46:13-05:00,2014-02-03T00:00:00-05:00,4427,42.3754311174,-71.1114458017,Home,
2/3/14,Home,2014-02-03T00:00:00-05:00,2014-02-04T00:00:00-05:00,86400,42.3754311174,-71.1114458017,Home,
2/4/14,Home,2014-02-04T00:00:00-05:00,2014-02-04T09:37:43-05:00,34663,42.3754311174,-71.1114458017,Home,
2/4/14,Proximate,2014-02-04T09:45:27-05:00,2014-02-04T12:37:00-05:00,10293,42.378716,-71.117205,Tech Startup,http://foursquare.com/venue/51c8c0d1498e5d4d09a48362
2/4/14,Border Cafe,2014-02-04T12:47:04-05:00,2014-02-04T14:47:39-05:00,7235,42.3743468,-71.120141,Mexican Restaurant,http://foursquare.com/venue/3fd66200f964a520bded1ee3
2/4/14,Proximate,2014-02-04T14:58:34-05:00,2014-02-04T19:35:29-05:00,16615,42.378716,-71.117205,Tech Startup,http://foursquare.com/venue/51c8c0d1498e5d4d09a48362
2/4/14,Home,2014-02-04T19:53:38-05:00,2014-02-05T00:00:00-05:00,14782,42.3754311174,-71.1114458017,Home,
2/5/14,Home,2014-02-05T00:00:00-05:00,2014-02-05T11:00:32-05:00,39632,42.3754311174,-71.1114458017,Home,
2/5/14,Proximate,2014-02-05T11:11:18-05:00,2014-02-05T13:33:57-05:00,8559,42.378716,-71.117205,Tech Startup,http://foursquare.com/venue/51c8c0d1498e5d4d09a48362
2/5/14,Proximate,2014-02-05T13:47:06-05:00,2014-02-05T20:02:44-05:00,22538,42.378716,-71.117205,Tech Startup,http://foursquare.com/venue/51c8c0d1498e5d4d09a48362
2/5/14,Home,2014-02-05T20:11:28-05:00,2014-02-06T00:00:00-05:00,13712,42.3754311174,-71.1114458017,Home,
2/6/14,Home,2014-02-06T00:00:00-05:00,2014-02-06T09:14:55-05:00,33295,42.3754311174,-71.1114458017,Home,
2/6/14,Place in Old Cambridge,2014-02-06T09:18:51-05:00,2014-02-06T09:22:56-05:00,245,42.3753690939,-71.1114403623,,
2/6/14,Mitchell Dong,2014-02-06T09:34:08-05:00,2014-02-06T11:21:20-05:00,6432,42.3774394608,-71.123998503,Home,
2/6/14,Grendel's Den Restaurant & Bar,2014-02-06T11:37:42-05:00,2014-02-06T12:52:42-05:00,4500,42.37237675230346,-71.12077832221985,Bar,http://foursquare.com/venue/3fd66200f964a520bced1ee3
