Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
10/1/14,Home,2014-10-01T00:00:00-05:00,2014-10-01T05:54:04-05:00,21244,42.3754311174,-71.1114458017,Home,
10/1/14,Petsi Pies,2014-10-01T06:06:55-05:00,2014-10-01T06:28:25-05:00,1290,42.36892873750989,-71.11353635787964,Coffee Shop,http://foursquare.com/venue/49f9f896f964a5209f6d1fe3
10/1/14,Aldrich Hall,2014-10-01T06:44:33-05:00,2014-10-01T13:56:58-05:00,25945,42.36578780710847,-71.12210915179602,College Academic Building,http://foursquare.com/venue/4ac64359f964a5206eb320e3
10/1/14,Home,2014-10-01T14:25:47-05:00,2014-10-01T17:05:33-05:00,9586,42.3754311174,-71.1114458017,Home,
10/1/14,Harvard Innovation Lab,2014-10-01T17:31:12-05:00,2014-10-01T19:28:04-05:00,7012,42.36403242532342,-71.12407621183526,College Technology Building,http://foursquare.com/venue/4e5d4676ae60839ea2e29e64
10/1/14,Home,2014-10-01T19:36:57-05:00,2014-10-02T00:00:00-05:00,15783,42.3754311174,-71.1114458017,Home,
10/2/14,Home,2014-10-02T00:00:00-05:00,2014-10-02T06:32:03-05:00,23523,42.3754311174,-71.1114458017,Home,
10/2/14,Harvard Innovation Lab,2014-10-02T07:03:10-05:00,2014-10-02T07:52:03-05:00,2933,42.36427488545988,-71.12402979165076,College Technology Building,http://foursquare.com/venue/4e5d4676ae60839ea2e29e64
10/2/14,Aldrich Hall,2014-10-02T08:01:56-05:00,2014-10-02T13:24:28-05:00,19352,42.36578780710847,-71.12210915179602,College Academic Building,http://foursquare.com/venue/4ac64359f964a5206eb320e3
10/2/14,Morgan Hall,2014-10-02T13:29:21-05:00,2014-10-02T14:10:14-05:00,2453,42.36670606297722,-71.1239079386408,College Administrative Building,http://foursquare.com/venue/4adf6b74f964a520697a21e3
10/2/14,Home,2014-10-02T14:36:22-05:00,2014-10-02T17:03:51-05:00,8849,42.3754311174,-71.1114458017,Home,
10/2/14,Park,2014-10-02T17:21:25-05:00,2014-10-02T19:24:58-05:00,7413,42.37169409933257,-71.12097185013617,Gastropub,http://foursquare.com/venue/4f7c8902e4b032c26c6798db
10/2/14,10 Akron,2014-10-02T19:40:50-05:00,2014-10-02T21:12:23-05:00,5493,42.36566208920075,-71.11560443904455,Building,http://foursquare.com/venue/4b8c0e38f964a5202dbb32e3
10/2/14,Daedalus,2014-10-02T21:25:01-05:00,2014-10-02T23:02:05-05:00,5824,42.37134308090408,-71.1165560717644,Restaurant,http://foursquare.com/venue/44e1b94ff964a5201f371fe3
10/2/14,Hong Kong,2014-10-02T23:07:17-05:00,2014-10-02T23:52:01-05:00,2684,42.372426,-71.11595,Chinese Restaurant,http://foursquare.com/venue/40b28c80f964a52036f81ee3
10/3/14,Home,2014-10-03T00:03:23-05:00,2014-10-03T10:47:26-05:00,38643,42.3754311174,-71.1114458017,Home,
10/3/14,Boston Logan International Airport (BOS),2014-10-03T11:45:04-05:00,2014-10-03T12:56:24-05:00,4280,42.36650312404415,-71.01667642593384,Airport,http://foursquare.com/venue/452113b6f964a520bc3a1fe3
10/3/14,Gate L5,2014-10-03T15:53:17-05:00,2014-10-03T15:57:11-05:00,234,41.977036,-87.897449,Airport Gate,http://foursquare.com/venue/4c9d09fb8afca09334ecf215
10/3/14,Fitzsimmons Home,2014-10-03T17:21:04-05:00,2014-10-04T00:00:00-05:00,23936,41.8771070061,-88.311048021,Home,
10/4/14,Fitzsimmons Home,2014-10-04T00:00:00-05:00,2014-10-04T13:20:53-05:00,48053,41.8771070061,-88.311048021,Home,
10/4/14,Nosh,2014-10-04T13:23:02-05:00,2014-10-04T14:52:42-05:00,5380,41.88694340165634,-88.30746173858643,Breakfast Spot,http://foursquare.com/venue/4b5c8db0f964a5203b3629e3
10/4/14,Fitzsimmons Home,2014-10-04T15:17:21-05:00,2014-10-05T00:00:00-05:00,31359,41.8771070061,-88.311048021,Home,
10/5/14,Fitzsimmons Home,2014-10-05T00:00:00-05:00,2014-10-05T11:07:45-05:00,40065,41.8771070061,-88.311048021,Home,
10/5/14,Marmion Academy & Abbey,2014-10-05T11:20:12-05:00,2014-10-05T12:07:10-05:00,2818,41.8153066650933,-88.29375374520221,High School,http://foursquare.com/venue/4be6f5d378e89521ffcd64ce
10/5/14,Marmion Academy & Abbey,2014-10-05T12:11:48-05:00,2014-10-05T13:36:58-05:00,5110,41.81505247322077,-88.29395317558735,High School,http://foursquare.com/venue/4be6f5d378e89521ffcd64ce
10/5/14,Place in Streamwood,2014-10-05T14:13:13-05:00,2014-10-05T14:20:09-05:00,416,42.015960788,-88.2036183976,,
10/5/14,Land's End Outlet,2014-10-05T14:53:30-05:00,2014-10-05T15:34:10-05:00,2440,42.04021990299225,-87.8068059682846,Clothing Store,http://foursquare.com/venue/4c02cef1187ec928bbc7b47b
10/5/14,Matt Fitzsimmons Apartment,2014-10-05T15:56:48-05:00,2014-10-05T17:04:23-05:00,4055,42.0598968336,-87.68229223,Home,
