Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
8/1/14,Laura's Home,2014-08-01T00:00:00-05:00,2014-08-01T09:27:16-05:00,34036,38.9219057145,-77.0772744833,Home,
8/1/14,"WMATA Bus Stop #1001805 (31, 32, 36)",2014-08-01T09:33:38-05:00,2014-08-01T09:41:32-05:00,474,38.92229853987276,-77.07277336996707,Bus Line,http://foursquare.com/venue/4e9b7ac54901d3b0b7587b98
8/1/14,Starbucks,2014-08-01T10:12:44-05:00,2014-08-01T11:29:23-05:00,4599,38.89947134437488,-77.03195312062199,Coffee Shop,http://foursquare.com/venue/4af5b4c8f964a520a6fb21e3
8/1/14,Farragut Square,2014-08-01T11:51:34-05:00,2014-08-01T12:53:22-05:00,3708,38.90185450592493,-77.03898668289185,Park,http://foursquare.com/venue/49e7923cf964a520c6641fe3
8/1/14,"NTN24-Washington, DC",2014-08-01T13:04:42-05:00,2014-08-01T17:32:37-05:00,16075,38.900182458396,-77.03193625222163,Office,http://foursquare.com/venue/4ec5b5509a52756c53a0be9c
8/1/14,Chinatown Express,2014-08-01T17:49:28-05:00,2014-08-01T18:44:49-05:00,3321,38.899633,-77.019893,Chinese Restaurant,http://foursquare.com/venue/465b42cdf964a52027471fe3
8/1/14,"WMATA Bus Stop #1001060 (11Y, 32, 36)",2014-08-01T19:07:56-05:00,2014-08-01T19:23:14-05:00,918,38.899766,-77.033571,Bus Station,http://foursquare.com/venue/4e7cf2330aafcfb3b125a8aa
8/1/14,Laura's Home,2014-08-01T19:57:29-05:00,2014-08-02T00:00:00-05:00,14551,38.9219057145,-77.0772744833,Home,
8/2/14,Laura's Home,2014-08-02T00:00:00-05:00,2014-08-02T10:57:51-05:00,39471,38.9219057145,-77.0772744833,Home,
8/2/14,Mintwood Place,2014-08-02T11:44:58-05:00,2014-08-02T13:07:02-05:00,4924,38.9221114952691,-77.04345256090164,New American Restaurant,http://foursquare.com/venue/4f0f0f940039a4c198967f3d
8/2/14,Starbucks,2014-08-02T13:57:13-05:00,2014-08-02T17:14:40-05:00,11847,38.905063,-77.061918,Coffee Shop,http://foursquare.com/venue/4a9c1b58f964a520fe3520e3
