Date,Type,Name,Start,End,Duration
9/22/14,place,Home,2014-09-22T00:00:00-05:00,2014-09-22T06:19:51-05:00,22791
9/22/14,move,walking,2014-09-22T06:19:51-05:00,2014-09-22T06:31:06-05:00,675
9/22/14,place,Starbucks,2014-09-22T06:31:06-05:00,2014-09-22T06:34:52-05:00,226
9/22/14,move,walking,2014-09-22T06:34:52-05:00,2014-09-22T06:51:01-05:00,969
9/22/14,place,Harvard Innovation Lab,2014-09-22T06:51:01-05:00,2014-09-22T10:21:30-05:00,12629
9/22/14,move,walking,2014-09-22T10:21:30-05:00,2014-09-22T10:25:21-05:00,231
9/22/14,place,Aldrich Hall,2014-09-22T10:25:21-05:00,2014-09-22T13:52:05-05:00,12404
9/22/14,move,walking,2014-09-22T13:52:05-05:00,2014-09-22T13:52:55-05:00,50
9/22/14,place,Morgan Hall,2014-09-22T13:52:55-05:00,2014-09-22T15:06:10-05:00,4395
9/22/14,place,Spangler Center,2014-09-22T15:06:33-05:00,2014-09-22T19:38:58-05:00,16345
9/22/14,move,walking,2014-09-22T19:38:58-05:00,2014-09-22T19:55:48-05:00,1010
9/22/14,place,Place in Old Cambridge,2014-09-22T19:55:48-05:00,2014-09-22T20:06:11-05:00,623
9/22/14,move,walking,2014-09-22T20:06:11-05:00,2014-09-22T20:09:59-05:00,228
9/22/14,place,Home,2014-09-22T20:09:59-05:00,2014-09-23T00:00:00-05:00,13801
9/23/14,place,Home,2014-09-23T00:00:00-05:00,2014-09-23T06:47:54-05:00,24474
9/23/14,move,walking,2014-09-23T06:47:54-05:00,2014-09-23T07:11:23-05:00,1409
9/23/14,place,Spangler Center,2014-09-23T07:11:23-05:00,2014-09-23T07:51:55-05:00,2432
9/23/14,move,walking,2014-09-23T07:51:55-05:00,2014-09-23T07:56:01-05:00,246
9/23/14,place,Harvard Innovation Lab,2014-09-23T07:56:01-05:00,2014-09-23T14:06:05-05:00,22204
9/23/14,move,walking,2014-09-23T14:06:05-05:00,2014-09-23T14:29:16-05:00,1391
9/23/14,place,Home,2014-09-23T14:29:16-05:00,2014-09-24T00:00:00-05:00,34244
9/24/14,place,Home,2014-09-24T00:00:00-05:00,2014-09-24T06:34:04-05:00,23644
9/24/14,move,walking,2014-09-24T06:34:04-05:00,2014-09-24T06:56:16-05:00,1332
9/24/14,place,Harvard Innovation Lab,2014-09-24T06:56:17-05:00,2014-09-24T07:56:22-05:00,3605
9/24/14,move,walking,2014-09-24T07:56:22-05:00,2014-09-24T08:03:35-05:00,433
9/24/14,place,Aldrich Hall,2014-09-24T08:03:35-05:00,2014-09-24T15:47:57-05:00,27862
9/24/14,move,walking,2014-09-24T15:47:57-05:00,2014-09-24T16:01:02-05:00,785
9/24/14,place,The Boathouse,2014-09-24T16:01:01-05:00,2014-09-24T17:29:25-05:00,5304
9/24/14,move,walking,2014-09-24T17:29:26-05:00,2014-09-24T17:35:38-05:00,372
9/24/14,place,MBTA Harvard Station,2014-09-24T17:35:38-05:00,2014-09-24T17:49:15-05:00,817
9/24/14,move,transport,2014-09-24T17:49:15-05:00,2014-09-24T18:21:24-05:00,1929
9/24/14,place,MBTA Bus Stop | Massachusetts Ave. & Newbury St.,2014-09-24T18:21:23-05:00,2014-09-24T18:25:27-05:00,244
9/24/14,move,walking,2014-09-24T18:25:27-05:00,2014-09-24T18:38:01-05:00,754
9/24/14,place,Place in Boston,2014-09-24T18:38:01-05:00,2014-09-24T21:25:00-05:00,10019
9/24/14,move,walking,2014-09-24T21:25:00-05:00,2014-09-24T21:27:45-05:00,165
9/24/14,move,transport,2014-09-24T21:27:44-05:00,2014-09-24T21:43:37-05:00,953
9/24/14,place,Home,2014-09-24T21:43:37-05:00,2014-09-25T00:00:00-05:00,8183
9/25/14,place,Home,2014-09-25T00:00:00-05:00,2014-09-25T06:32:45-05:00,23565
9/25/14,move,walking,2014-09-25T06:32:46-05:00,2014-09-25T06:58:51-05:00,1565
9/25/14,place,Harvard Innovation Lab,2014-09-25T06:58:51-05:00,2014-09-25T07:52:01-05:00,3190
9/25/14,move,walking,2014-09-25T07:52:01-05:00,2014-09-25T07:58:39-05:00,398
9/25/14,place,Aldrich Hall,2014-09-25T07:58:38-05:00,2014-09-25T13:10:51-05:00,18733
9/25/14,move,walking,2014-09-25T13:10:51-05:00,2014-09-25T13:37:24-05:00,1593
9/25/14,place,Starbucks,2014-09-25T13:37:24-05:00,2014-09-25T13:47:45-05:00,621
9/25/14,move,walking,2014-09-25T13:47:45-05:00,2014-09-25T13:50:58-05:00,193
9/25/14,place,Home,2014-09-25T13:50:59-05:00,2014-09-25T17:01:35-05:00,11436
9/25/14,move,walking,2014-09-25T17:01:35-05:00,2014-09-25T17:09:51-05:00,496
9/25/14,place,Ellen Chisa Home,2014-09-25T17:09:51-05:00,2014-09-25T20:13:42-05:00,11031
9/25/14,move,walking,2014-09-25T20:13:42-05:00,2014-09-25T20:21:53-05:00,491
9/25/14,place,Home,2014-09-25T20:21:53-05:00,2014-09-26T00:00:00-05:00,13087
