Date,Type,Name,Start,End,Duration
5/26/14,place,Laura's Home,2014-05-26T00:00:00-04:00,2014-05-26T13:59:54-04:00,50394
5/26/14,move,walking,2014-05-26T13:59:54-04:00,2014-05-26T14:12:19-04:00,745
5/26/14,place,Glover Park Ace Hardware,2014-05-26T14:12:19-04:00,2014-05-26T14:31:15-04:00,1136
5/26/14,move,walking,2014-05-26T14:31:15-04:00,2014-05-26T14:40:49-04:00,574
5/26/14,place,Laura's Home,2014-05-26T14:40:49-04:00,2014-05-26T14:44:02-04:00,193
5/26/14,move,walking,2014-05-26T14:44:02-04:00,2014-05-26T14:51:51-04:00,469
5/26/14,place,Dumplings & Beyond,2014-05-26T14:51:50-04:00,2014-05-26T15:25:00-04:00,1990
5/26/14,move,walking,2014-05-26T15:25:00-04:00,2014-05-26T15:38:11-04:00,791
5/26/14,place,Starbucks,2014-05-26T15:38:12-04:00,2014-05-26T18:27:30-04:00,10158
5/26/14,move,walking,2014-05-26T18:27:30-04:00,2014-05-26T18:36:37-04:00,547
5/26/14,place,CVS/pharmacy,2014-05-26T18:36:37-04:00,2014-05-26T18:48:57-04:00,740
5/26/14,move,walking,2014-05-26T18:48:57-04:00,2014-05-26T18:59:09-04:00,612
5/26/14,place,Laura's Home,2014-05-26T18:59:09-04:00,2014-05-27T00:00:00-04:00,18051
5/27/14,place,Laura's Home,2014-05-27T00:00:00-04:00,2014-05-28T00:00:00-04:00,86400
5/28/14,place,Laura's Home,2014-05-28T00:00:00-04:00,2014-05-28T10:53:08-04:00,39188
5/28/14,move,transport,2014-05-28T10:53:08-04:00,2014-05-28T11:11:52-04:00,1124
5/28/14,move,walking,2014-05-28T11:11:51-04:00,2014-05-28T11:14:21-04:00,150
5/28/14,move,transport,2014-05-28T11:14:21-04:00,2014-05-28T11:25:22-04:00,661
5/28/14,move,walking,2014-05-28T11:25:22-04:00,2014-05-28T11:32:57-04:00,455
5/28/14,place,Union Station,2014-05-28T11:32:57-04:00,2014-05-28T11:50:20-04:00,1043
5/28/14,move,walking,2014-05-28T11:50:20-04:00,2014-05-28T11:52:36-04:00,136
5/28/14,place,Place in East End,2014-05-28T11:52:36-04:00,2014-05-28T12:02:32-04:00,596
5/28/14,move,transport,2014-05-28T12:02:32-04:00,2014-05-28T13:51:01-04:00,6509
5/28/14,place,Place in Powelton,2014-05-28T13:51:00-04:00,2014-05-28T13:55:15-04:00,255
5/28/14,move,transport,2014-05-28T13:55:15-04:00,2014-05-28T20:00:05-04:00,21890
5/28/14,move,walking,2014-05-28T20:00:04-04:00,2014-05-28T20:05:48-04:00,344
5/28/14,move,transport,2014-05-28T20:05:48-04:00,2014-05-28T20:30:04-04:00,1456
5/28/14,move,walking,2014-05-28T20:30:04-04:00,2014-05-28T20:41:17-04:00,673
5/28/14,place,Home,2014-05-28T20:41:17-04:00,2014-05-29T00:00:00-04:00,11923
5/29/14,place,Home,2014-05-29T00:00:00-04:00,2014-05-29T09:54:02-04:00,35642
5/29/14,move,walking,2014-05-29T09:54:02-04:00,2014-05-29T10:07:38-04:00,816
5/29/14,place,Crema Cafe,2014-05-29T10:07:37-04:00,2014-05-29T11:14:43-04:00,4026
5/29/14,move,walking,2014-05-29T11:14:43-04:00,2014-05-29T11:22:54-04:00,491
5/29/14,place,Darwin's Ltd.,2014-05-29T11:22:54-04:00,2014-05-29T12:18:24-04:00,3330
5/29/14,move,walking,2014-05-29T12:18:24-04:00,2014-05-29T12:24:35-04:00,371
5/29/14,place,BonChon Chicken,2014-05-29T12:24:35-04:00,2014-05-29T13:16:23-04:00,3108
5/29/14,move,walking,2014-05-29T13:16:23-04:00,2014-05-29T13:21:14-04:00,291
5/29/14,place,Experiment Fund,2014-05-29T13:21:14-04:00,2014-05-29T15:44:39-04:00,8605
5/29/14,move,walking,2014-05-29T15:44:39-04:00,2014-05-29T15:50:16-04:00,337
5/29/14,place,Experiment Fund,2014-05-29T15:50:16-04:00,2014-05-29T19:24:41-04:00,12865
5/29/14,move,walking,2014-05-29T19:24:41-04:00,2014-05-29T19:28:27-04:00,226
5/29/14,place,Orinoco,2014-05-29T19:28:27-04:00,2014-05-29T21:15:58-04:00,6451
5/29/14,move,walking,2014-05-29T21:15:58-04:00,2014-05-29T21:29:29-04:00,811
5/29/14,place,Home,2014-05-29T21:29:29-04:00,2014-05-30T00:00:00-04:00,9031
5/30/14,place,Home,2014-05-30T00:00:00-04:00,2014-05-30T10:27:25-04:00,37645
5/30/14,move,walking,2014-05-30T10:27:25-04:00,2014-05-30T10:31:32-04:00,247
5/30/14,place,Starbucks,2014-05-30T10:31:32-04:00,2014-05-30T10:34:57-04:00,205
5/30/14,move,walking,2014-05-30T10:34:57-04:00,2014-05-30T10:42:21-04:00,444
5/30/14,place,Proximate,2014-05-30T10:42:21-04:00,2014-05-30T15:55:28-04:00,18787
5/30/14,move,walking,2014-05-30T15:55:28-04:00,2014-05-30T16:05:29-04:00,601
5/30/14,place,Home,2014-05-30T16:05:29-04:00,2014-05-31T00:00:00-04:00,28471
5/31/14,place,Home,2014-05-31T00:00:00-04:00,2014-05-31T13:52:22-04:00,49942
5/31/14,move,running,2014-05-31T13:52:22-04:00,2014-05-31T14:20:21-04:00,1679
5/31/14,move,walking,2014-05-31T14:20:20-04:00,2014-05-31T14:43:04-04:00,1364
5/31/14,place,Home,2014-05-31T14:43:04-04:00,2014-06-01T00:00:00-04:00,33416
6/1/14,place,Home,2014-06-01T00:00:00-04:00,2014-06-01T11:18:29-04:00,40709
6/1/14,move,walking,2014-06-01T11:18:29-04:00,2014-06-01T11:36:54-04:00,1105
6/1/14,place,Floyd's 99 Barbershop,2014-06-01T11:36:54-04:00,2014-06-01T12:10:53-04:00,2039
6/1/14,move,walking,2014-06-01T12:10:54-04:00,2014-06-01T12:29:33-04:00,1119
6/1/14,place,Home,2014-06-01T12:29:33-04:00,2014-06-01T13:00:38-04:00,1865
6/1/14,move,walking,2014-06-01T13:00:38-04:00,2014-06-01T13:17:20-04:00,1002
6/1/14,place,Russell House Tavern,2014-06-01T13:17:20-04:00,2014-06-01T14:32:14-04:00,4494
6/1/14,move,walking,2014-06-01T14:32:14-04:00,2014-06-01T14:46:45-04:00,871
6/1/14,place,Broadway Marketplace,2014-06-01T14:46:45-04:00,2014-06-01T14:49:21-04:00,156
6/1/14,move,walking,2014-06-01T14:49:21-04:00,2014-06-01T14:53:00-04:00,219
6/1/14,place,Home,2014-06-01T14:53:00-04:00,2014-06-01T16:45:17-04:00,6737
6/1/14,move,walking,2014-06-01T16:45:17-04:00,2014-06-01T16:56:50-04:00,693
6/1/14,place,Harvard Yard,2014-06-01T16:56:50-04:00,2014-06-01T17:19:21-04:00,1351
6/1/14,move,walking,2014-06-01T17:19:21-04:00,2014-06-01T17:21:21-04:00,120
6/1/14,move,transport,2014-06-01T17:21:21-04:00,2014-06-01T17:46:29-04:00,1508
6/1/14,move,walking,2014-06-01T17:46:29-04:00,2014-06-01T17:50:28-04:00,239
6/1/14,place,Totto Ramen Boston,2014-06-01T17:50:28-04:00,2014-06-01T18:20:46-04:00,1818
6/1/14,move,walking,2014-06-01T18:20:46-04:00,2014-06-01T18:38:18-04:00,1052
6/1/14,place,Place in Allston,2014-06-01T18:38:18-04:00,2014-06-01T18:40:26-04:00,128
6/1/14,move,walking,2014-06-01T18:40:26-04:00,2014-06-01T19:21:44-04:00,2478
6/1/14,place,Home,2014-06-01T19:21:44-04:00,2014-06-01T19:27:14-04:00,330
6/1/14,move,walking,2014-06-01T19:27:14-04:00,2014-06-01T19:36:16-04:00,542
6/1/14,place,Tory Row,2014-06-01T19:36:16-04:00,2014-06-01T21:06:35-04:00,5419
6/1/14,move,walking,2014-06-01T21:06:35-04:00,2014-06-01T21:22:20-04:00,945
6/1/14,place,Home,2014-06-01T21:22:20-04:00,2014-06-02T00:00:00-04:00,9460
