Date,Type,Name,Start,End,Duration
3/10/14,place,Home,2014-03-10T00:00:00-05:00,2014-03-10T11:59:54-05:00,43194
3/10/14,move,walking,2014-03-10T11:59:54-05:00,2014-03-10T12:12:19-05:00,745
3/10/14,place,Border Cafe,2014-03-10T12:12:18-05:00,2014-03-10T13:09:35-05:00,3437
3/10/14,move,walking,2014-03-10T13:09:35-05:00,2014-03-10T13:18:39-05:00,544
3/10/14,place,Proximate,2014-03-10T13:18:39-05:00,2014-03-10T18:50:54-05:00,19935
3/10/14,move,walking,2014-03-10T18:50:54-05:00,2014-03-10T18:59:59-05:00,545
3/10/14,place,Home,2014-03-10T18:59:59-05:00,2014-03-11T00:00:00-05:00,18001
3/11/14,place,Home,2014-03-11T00:00:00-05:00,2014-03-11T07:41:26-05:00,27686
3/11/14,move,walking,2014-03-11T07:41:26-05:00,2014-03-11T07:44:01-05:00,155
3/11/14,place,Broadway Marketplace,2014-03-11T07:44:01-05:00,2014-03-11T07:46:25-05:00,144
3/11/14,move,walking,2014-03-11T07:46:25-05:00,2014-03-11T07:54:38-05:00,493
3/11/14,place,Experiment Fund,2014-03-11T07:54:38-05:00,2014-03-11T10:10:08-05:00,8130
3/11/14,move,walking,2014-03-11T10:10:08-05:00,2014-03-11T10:20:45-05:00,637
3/11/14,place,Proximate,2014-03-11T10:20:45-05:00,2014-03-11T16:37:05-05:00,22580
3/11/14,move,walking,2014-03-11T16:37:05-05:00,2014-03-11T16:49:05-05:00,720
3/11/14,place,Park,2014-03-11T16:49:05-05:00,2014-03-11T17:59:54-05:00,4249
3/11/14,move,walking,2014-03-11T17:59:54-05:00,2014-03-11T18:17:31-05:00,1057
3/11/14,place,Home,2014-03-11T18:17:30-05:00,2014-03-12T00:00:00-05:00,20550
3/12/14,place,Home,2014-03-12T00:00:00-05:00,2014-03-12T13:07:50-05:00,47270
3/12/14,move,walking,2014-03-12T13:07:50-05:00,2014-03-12T13:21:38-05:00,828
3/12/14,place,Proximate,2014-03-12T13:21:39-05:00,2014-03-12T16:57:10-05:00,12931
3/12/14,move,walking,2014-03-12T16:57:10-05:00,2014-03-12T17:04:13-05:00,423
3/12/14,move,transport,2014-03-12T17:04:12-05:00,2014-03-12T17:19:43-05:00,931
3/12/14,move,walking,2014-03-12T17:19:43-05:00,2014-03-12T17:34:14-05:00,871
3/12/14,place,Place in Dock Square,2014-03-12T17:34:14-05:00,2014-03-12T17:42:14-05:00,480
3/12/14,move,walking,2014-03-12T17:42:14-05:00,2014-03-12T17:53:18-05:00,664
3/12/14,place,Hard Rock Cafe Boston,2014-03-12T17:53:18-05:00,2014-03-12T21:10:23-05:00,11825
3/12/14,move,walking,2014-03-12T21:10:23-05:00,2014-03-12T21:14:47-05:00,264
3/12/14,move,transport,2014-03-12T21:14:48-05:00,2014-03-12T21:35:36-05:00,1248
3/12/14,place,Home,2014-03-12T21:35:36-05:00,2014-03-13T00:00:00-05:00,8664
3/13/14,place,Home,2014-03-13T00:00:00-05:00,2014-03-13T12:25:21-05:00,44721
3/13/14,move,walking,2014-03-13T12:25:21-05:00,2014-03-13T12:38:31-05:00,790
3/13/14,place,Grendel's Den Restaurant & Bar,2014-03-13T12:38:30-05:00,2014-03-13T13:11:39-05:00,1989
3/13/14,move,walking,2014-03-13T13:11:39-05:00,2014-03-13T13:19:44-05:00,485
3/13/14,place,Proximate,2014-03-13T13:19:44-05:00,2014-03-13T16:31:58-05:00,11534
3/13/14,move,walking,2014-03-13T16:31:58-05:00,2014-03-13T16:44:17-05:00,739
3/13/14,place,Broadway Marketplace,2014-03-13T16:44:17-05:00,2014-03-13T16:54:35-05:00,618
3/13/14,move,walking,2014-03-13T16:54:35-05:00,2014-03-13T16:59:44-05:00,309
3/13/14,place,Home,2014-03-13T16:59:44-05:00,2014-03-13T22:25:02-05:00,19518
3/13/14,place,Home,2014-03-13T23:38:26-05:00,2014-03-14T00:00:00-05:00,1294
3/14/14,place,Home,2014-03-14T00:00:00-05:00,2014-03-14T10:58:19-05:00,39499
3/14/14,move,walking,2014-03-14T10:58:19-05:00,2014-03-14T11:08:23-05:00,604
3/14/14,place,Proximate,2014-03-14T11:08:23-05:00,2014-03-14T12:20:16-05:00,4313
3/14/14,move,walking,2014-03-14T12:20:16-05:00,2014-03-14T12:32:00-05:00,704
3/14/14,place,Grendel's Den Restaurant & Bar,2014-03-14T12:32:00-05:00,2014-03-14T13:06:46-05:00,2086
3/14/14,move,walking,2014-03-14T13:06:46-05:00,2014-03-14T13:10:48-05:00,242
3/14/14,move,underground,2014-03-14T13:10:47-05:00,2014-03-14T13:53:09-05:00,2542
3/14/14,move,walking,2014-03-14T13:53:09-05:00,2014-03-14T13:57:12-05:00,243
3/14/14,place,Boston Logan International Airport (BOS),2014-03-14T13:57:12-05:00,2014-03-14T15:13:19-05:00,4567
3/14/14,move,airplane,2014-03-14T15:13:19-05:00,2014-03-14T16:26:25-05:00,4386
