Date,Type,Name,Start,End,Duration
1/6/14,place,945 S Batavia Ave,2014-01-06T00:00:00-06:00,2014-01-06T18:35:45-06:00,66945
1/6/14,place,Fitzsimmons Home,2014-01-06T21:20:00-06:00,2014-01-07T00:00:00-06:00,9600
1/7/14,place,Fitzsimmons Home,2014-01-07T00:00:00-06:00,2014-01-07T15:46:16-06:00,56776
1/7/14,move,walking,2014-01-07T15:46:16-06:00,2014-01-07T15:49:46-06:00,210
1/7/14,move,transport,2014-01-07T15:49:46-06:00,2014-01-07T16:39:13-06:00,2967
1/7/14,place,Chicago O'Hare International Airport (ORD),2014-01-07T16:39:13-06:00,2014-01-07T16:50:18-06:00,665
1/7/14,move,transport,2014-01-07T16:50:18-06:00,2014-01-07T17:01:47-06:00,689
1/7/14,move,walking,2014-01-07T17:01:47-06:00,2014-01-07T17:05:07-06:00,200
1/7/14,place,Hilton O'Hare Airport,2014-01-07T17:05:07-06:00,2014-01-07T17:45:58-06:00,2451
1/7/14,move,walking,2014-01-07T17:45:58-06:00,2014-01-07T17:55:42-06:00,584
1/7/14,place,Chicago O'Hare International Airport (ORD),2014-01-07T17:55:41-06:00,2014-01-07T18:04:35-06:00,534
1/7/14,move,walking,2014-01-07T18:04:35-06:00,2014-01-07T18:09:19-06:00,284
1/7/14,place,Gate L5,2014-01-07T18:09:18-06:00,2014-01-07T19:07:55-06:00,3517
1/7/14,place,Boston Logan International Airport (BOS),2014-01-07T21:32:36-06:00,2014-01-07T21:54:05-06:00,1289
1/7/14,move,walking,2014-01-07T21:54:06-06:00,2014-01-07T21:56:12-06:00,126
1/7/14,move,transport,2014-01-07T21:56:12-06:00,2014-01-07T22:14:17-06:00,1085
1/7/14,place,Home,2014-01-07T22:14:17-06:00,2014-01-08T00:00:00-06:00,6343
1/8/14,place,Home,2014-01-08T00:00:00-06:00,2014-01-08T08:14:06-06:00,29646
1/8/14,move,walking,2014-01-08T08:14:06-06:00,2014-01-08T08:30:39-06:00,993
1/8/14,place,Henrietta's Table,2014-01-08T08:30:38-06:00,2014-01-08T10:40:48-06:00,7810
1/8/14,move,walking,2014-01-08T10:40:48-06:00,2014-01-08T10:45:50-06:00,302
1/8/14,place,Bank Of America,2014-01-08T10:45:50-06:00,2014-01-08T10:48:49-06:00,179
1/8/14,move,walking,2014-01-08T10:48:49-06:00,2014-01-08T10:55:21-06:00,392
1/8/14,place,Broadway Marketplace,2014-01-08T10:55:21-06:00,2014-01-08T10:58:18-06:00,177
1/8/14,move,walking,2014-01-08T10:58:18-06:00,2014-01-08T11:02:22-06:00,244
1/8/14,place,Home,2014-01-08T11:02:21-06:00,2014-01-08T19:08:03-06:00,29142
1/8/14,move,walking,2014-01-08T19:08:03-06:00,2014-01-08T19:18:02-06:00,599
1/8/14,place,CVS/pharmacy,2014-01-08T19:18:02-06:00,2014-01-08T19:24:02-06:00,360
1/8/14,move,walking,2014-01-08T19:24:02-06:00,2014-01-08T19:34:49-06:00,647
1/8/14,place,Home,2014-01-08T19:34:48-06:00,2014-01-09T00:00:00-06:00,15912
1/9/14,place,Home,2014-01-09T00:00:00-06:00,2014-01-09T09:14:58-06:00,33298
1/9/14,move,walking,2014-01-09T09:14:58-06:00,2014-01-09T09:28:38-06:00,820
1/9/14,place,Proximate,2014-01-09T09:28:38-06:00,2014-01-09T11:59:06-06:00,9028
1/9/14,move,walking,2014-01-09T11:59:06-06:00,2014-01-09T12:08:41-06:00,575
1/9/14,place,Border Cafe,2014-01-09T12:08:40-06:00,2014-01-09T13:08:14-06:00,3574
1/9/14,move,walking,2014-01-09T13:08:14-06:00,2014-01-09T13:15:36-06:00,442
1/9/14,place,Place in Old Cambridge,2014-01-09T13:15:36-06:00,2014-01-09T13:21:17-06:00,341
1/9/14,move,walking,2014-01-09T13:21:17-06:00,2014-01-09T13:38:34-06:00,1037
1/9/14,place,Proximate,2014-01-09T13:38:34-06:00,2014-01-09T18:38:28-06:00,17994
1/9/14,move,walking,2014-01-09T18:38:28-06:00,2014-01-09T18:49:58-06:00,690
1/9/14,place,Broadway Marketplace,2014-01-09T18:49:59-06:00,2014-01-09T18:54:52-06:00,293
1/9/14,move,walking,2014-01-09T18:54:52-06:00,2014-01-09T19:00:38-06:00,346
1/9/14,place,Home,2014-01-09T19:00:37-06:00,2014-01-10T00:00:00-06:00,17963
1/10/14,place,Home,2014-01-10T00:00:00-06:00,2014-01-10T08:48:13-06:00,31693
1/10/14,move,walking,2014-01-10T08:48:14-06:00,2014-01-10T09:03:52-06:00,938
1/10/14,place,Proximate,2014-01-10T09:03:52-06:00,2014-01-10T12:48:46-06:00,13494
1/10/14,move,walking,2014-01-10T12:48:46-06:00,2014-01-10T13:01:17-06:00,751
1/10/14,place,Shake Shack,2014-01-10T13:01:17-06:00,2014-01-10T13:36:14-06:00,2097
1/10/14,move,walking,2014-01-10T13:36:14-06:00,2014-01-10T13:52:36-06:00,982
1/10/14,place,Proximate,2014-01-10T13:52:36-06:00,2014-01-10T18:26:15-06:00,16419
1/10/14,move,walking,2014-01-10T18:26:15-06:00,2014-01-10T18:35:18-06:00,543
1/10/14,place,Broadway Marketplace,2014-01-10T18:35:18-06:00,2014-01-10T18:43:47-06:00,509
1/10/14,move,walking,2014-01-10T18:43:47-06:00,2014-01-10T18:49:21-06:00,334
1/10/14,place,Home,2014-01-10T18:49:21-06:00,2014-01-11T00:00:00-06:00,18639
1/11/14,place,Home,2014-01-11T00:00:00-06:00,2014-01-11T12:05:27-06:00,43527
1/11/14,move,walking,2014-01-11T12:05:27-06:00,2014-01-11T12:17:20-06:00,713
1/11/14,place,Dickson Bros. True Value,2014-01-11T12:17:20-06:00,2014-01-11T12:42:18-06:00,1498
1/11/14,move,walking,2014-01-11T12:42:18-06:00,2014-01-11T12:55:05-06:00,767
1/11/14,place,Home,2014-01-11T12:55:05-06:00,2014-01-12T00:00:00-06:00,39895
1/12/14,place,Home,2014-01-12T00:00:00-06:00,2014-01-13T00:00:00-06:00,86400
