Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
4/7/14,999 S Batavia Ave,2014-04-07T00:00:00-05:00,2014-04-07T11:27:15-05:00,41235,41.8771046037,-88.3111773419,Home,
4/7/14,Place in Kane County,2014-04-07T11:47:13-05:00,2014-04-07T13:48:28-05:00,7275,41.9629592113,-88.3475596795,,
4/7/14,Fitzsimmons Home,2014-04-07T14:10:59-05:00,2014-04-07T14:23:15-05:00,736,41.8771070061,-88.311048021,Home,
4/7/14,All Chocolate Kitchen,2014-04-07T14:25:30-05:00,2014-04-07T15:06:39-05:00,2469,41.88701828333333,-88.30787845,,http://foursquare.com/venue/4e0101b8ae609fa8ede130bd
4/7/14,CVS/pharmacy,2014-04-07T15:14:52-05:00,2014-04-07T15:42:17-05:00,1645,41.88771017105127,-88.29025268554688,,http://foursquare.com/venue/4c214ee69085d13a26a184cc
4/7/14,Aldi,2014-04-07T15:42:17-05:00,2014-04-07T15:58:41-05:00,984,41.8880886238829,-88.2883782767128,,http://foursquare.com/venue/4b83142bf964a52049f630e3
4/7/14,Fitzsimmons Home,2014-04-07T16:04:09-05:00,2014-04-07T16:37:19-05:00,1990,41.8771070061,-88.311048021,Home,
4/7/14,Fitzsimmons Home,2014-04-07T18:54:51-05:00,2014-04-08T00:00:00-05:00,18309,41.8771070061,-88.311048021,Home,
4/8/14,Fitzsimmons Home,2014-04-08T00:00:00-05:00,2014-04-08T12:46:09-05:00,45969,41.8771070061,-88.311048021,Home,
4/8/14,California Pizza Kitchen,2014-04-08T12:58:29-05:00,2014-04-08T13:49:10-05:00,3041,41.89390402038217,-88.34153167723547,Pizza Place,http://foursquare.com/venue/4b43dd2ff964a52080ec25e3
4/8/14,Fitzsimmons Home,2014-04-08T14:18:07-05:00,2014-04-08T15:57:22-05:00,5955,41.8771070061,-88.311048021,Home,
4/8/14,Foran Funeral Home,2014-04-08T17:01:11-05:00,2014-04-08T18:02:20-05:00,3669,41.79200336823988,-87.80431104573442,Spiritual Center,http://foursquare.com/venue/4c5199c80ef3a59330f6447c
4/8/14,Mon Ami Gabi,2014-04-08T18:36:58-05:00,2014-04-08T21:29:30-05:00,10352,41.85006371388324,-87.95100688934326,French Restaurant,http://foursquare.com/venue/4b4f139df964a520c6f926e3
4/8/14,Fitzsimmons Home,2014-04-08T22:01:16-05:00,2014-04-09T00:00:00-05:00,7124,41.8771070061,-88.311048021,Home,
4/9/14,Fitzsimmons Home,2014-04-09T00:00:00-05:00,2014-04-09T10:51:20-05:00,39080,41.8771070061,-88.311048021,Home,
4/9/14,Gate L5,2014-04-09T11:48:25-05:00,2014-04-09T12:32:25-05:00,2640,41.977036,-87.897449,Airport Gate,http://foursquare.com/venue/4c9d09fb8afca09334ecf215
4/9/14,Place in Logan International Airport,2014-04-09T14:44:06-05:00,2014-04-09T14:51:46-05:00,460,42.3648854193,-71.0149319231,,
4/9/14,Place in Logan International Airport,2014-04-09T14:59:03-05:00,2014-04-09T15:06:21-05:00,438,42.3664825597,-71.018968718,,
4/9/14,Home,2014-04-09T16:04:17-05:00,2014-04-09T17:45:35-05:00,6078,42.3754311174,-71.1114458017,Home,
4/9/14,Place in Cambridge,2014-04-09T18:02:20-05:00,2014-04-09T19:21:07-05:00,4727,42.3729819695,-71.0958597028,,
4/9/14,Home,2014-04-09T19:41:06-05:00,2014-04-10T00:00:00-05:00,15534,42.3754311174,-71.1114458017,Home,
4/10/14,Home,2014-04-10T00:00:00-05:00,2014-04-10T08:09:55-05:00,29395,42.3754311174,-71.1114458017,Home,
4/10/14,The Pulse Network,2014-04-10T09:07:52-05:00,2014-04-10T10:53:14-05:00,6322,42.168313,-71.110937,Tech Startup,http://foursquare.com/venue/4c23a07af7ced13aa282216d
4/10/14,IKEA,2014-04-10T11:10:29-05:00,2014-04-10T12:34:20-05:00,5031,42.1376636656493,-71.0679817199707,Furniture / Home Store,http://foursquare.com/venue/4a27485af964a52071911fe3
4/10/14,Home,2014-04-10T13:16:11-05:00,2014-04-10T13:26:53-05:00,642,42.3754311174,-71.1114458017,Home,
4/10/14,Proximate,2014-04-10T13:40:56-05:00,2014-04-10T14:25:28-05:00,2672,42.378716,-71.117205,Tech Startup,http://foursquare.com/venue/51c8c0d1498e5d4d09a48362
4/10/14,Harvard Alumni Association,2014-04-10T14:36:08-05:00,2014-04-10T16:38:15-05:00,7327,42.37317592010315,-71.12325225275964,University,http://foursquare.com/venue/4b5dc68df964a520026b29e3
4/10/14,Proximate,2014-04-10T16:56:10-05:00,2014-04-10T17:52:29-05:00,3379,42.378716,-71.117205,Tech Startup,http://foursquare.com/venue/51c8c0d1498e5d4d09a48362
4/10/14,Home,2014-04-10T18:03:43-05:00,2014-04-11T00:00:00-05:00,21377,42.3754311174,-71.1114458017,Home,
4/11/14,Home,2014-04-11T00:00:00-05:00,2014-04-11T09:01:29-05:00,32489,42.3754311174,-71.1114458017,Home,
4/11/14,Flybridge Capital,2014-04-11T09:24:35-05:00,2014-04-11T10:50:19-05:00,5144,42.35041149056912,-71.07440355241107,Office,http://foursquare.com/venue/4b282b6cf964a5202d9024e3
4/11/14,Shaw's,2014-04-11T11:03:37-05:00,2014-04-11T11:59:07-05:00,3330,42.347009,-71.079717,Supermarket,http://foursquare.com/venue/4aac2d1cf964a520ac5c20e3
4/11/14,Back Bay Station (BBY),2014-04-11T12:08:50-05:00,2014-04-11T12:20:45-05:00,715,42.34747545670305,-71.07497692108154,Subway,http://foursquare.com/venue/49ff6be8f964a52020701fe3
4/11/14,Place in Penn Station South,2014-04-11T15:51:52-05:00,2014-04-11T16:04:48-05:00,776,40.7522053258,-73.9984220304,,
4/11/14,Union Station,2014-04-11T18:49:26-05:00,2014-04-11T19:06:37-05:00,1031,38.89756277173564,-77.0061671733856,Train Station,http://foursquare.com/venue/430a6700f964a52036271fe3
4/11/14,Laura's Home,2014-04-11T19:35:05-05:00,2014-04-12T00:00:00-05:00,15895,38.9219057145,-77.0772744833,Home,
4/12/14,Laura's Home,2014-04-12T00:00:00-05:00,2014-04-12T14:02:15-05:00,50535,38.9219057145,-77.0772744833,Home,
4/12/14,NTN24,2014-04-12T14:57:28-05:00,2014-04-12T15:08:24-05:00,656,38.901567,-77.032106,Office,http://foursquare.com/venue/4ec5b4b38b81dcfdc16568d3
