Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
11/10/14,Home,2014-11-10T00:00:00-06:00,2014-11-10T06:37:46-06:00,23866,42.3754311174,-71.1114458017,Home,
11/10/14,Aldrich Hall,2014-11-10T07:01:55-06:00,2014-11-10T11:14:34-06:00,15159,42.36578780710847,-71.12210915179602,College Academic Building,http://foursquare.com/venue/4ac64359f964a5206eb320e3
11/10/14,Home,2014-11-10T11:45:36-06:00,2014-11-10T17:59:44-06:00,22448,42.3754311174,-71.1114458017,Home,
11/10/14,Tasty Burger,2014-11-10T18:12:50-06:00,2014-11-10T22:33:44-06:00,15654,42.37250286669323,-71.12003183306106,Burger Joint,http://foursquare.com/venue/50ce07b5e4b0ed7c4302d2bc
11/10/14,Home,2014-11-10T22:47:21-06:00,2014-11-11T00:00:00-06:00,4359,42.3754311174,-71.1114458017,Home,
11/11/14,Home,2014-11-11T00:00:00-06:00,2014-11-11T13:03:37-06:00,47017,42.3754311174,-71.1114458017,Home,
11/11/14,Michaels,2014-11-11T13:29:13-06:00,2014-11-11T14:04:05-06:00,2092,42.389114,-71.117966,Arts & Crafts Store,http://foursquare.com/venue/505dbfcee4b02c96b410cb99
11/11/14,Home,2014-11-11T14:28:16-06:00,2014-11-11T21:27:30-06:00,25154,42.3754311174,-71.1114458017,Home,
11/11/14,Home,2014-11-11T21:45:48-06:00,2014-11-12T00:00:00-06:00,8052,42.3754311174,-71.1114458017,Home,
11/12/14,Home,2014-11-12T00:00:00-06:00,2014-11-12T06:43:57-06:00,24237,42.3754311174,-71.1114458017,Home,
11/12/14,Spangler Center,2014-11-12T07:09:01-06:00,2014-11-12T07:56:35-06:00,2854,42.36522543920124,-71.12218458495514,Student Center,http://foursquare.com/venue/4aeee0b0f964a52081d421e3
11/12/14,Aldrich Hall,2014-11-12T08:01:01-06:00,2014-11-12T15:25:57-06:00,26696,42.36578780710847,-71.12210915179602,College Academic Building,http://foursquare.com/venue/4ac64359f964a5206eb320e3
11/12/14,Impact Hub Boston,2014-11-12T16:53:40-06:00,2014-11-12T17:52:55-06:00,3555,42.3568123867606,-71.05773051318191,Community Center,http://foursquare.com/venue/535ef432498eb46f6389ecf5
11/12/14,Impact Hub Boston,2014-11-12T17:55:33-06:00,2014-11-12T18:09:33-06:00,840,42.3568123867606,-71.05773051318191,Community Center,http://foursquare.com/venue/535ef432498eb46f6389ecf5
11/12/14,Aldrich Hall,2014-11-12T18:29:16-06:00,2014-11-12T19:04:51-06:00,2135,42.36578780710847,-71.12210915179602,College Academic Building,http://foursquare.com/venue/4ac64359f964a5206eb320e3
11/12/14,Morris Hall,2014-11-12T19:09:46-06:00,2014-11-12T20:18:46-06:00,4140,42.36767987045432,-71.12391374116594,College Residence Hall,http://foursquare.com/venue/4b9530acf964a520eb9334e3
11/12/14,Border Cafe,2014-11-12T20:35:17-06:00,2014-11-12T23:08:46-06:00,9209,42.3743468,-71.120141,Mexican Restaurant,http://foursquare.com/venue/3fd66200f964a520bded1ee3
11/12/14,Home,2014-11-12T23:23:30-06:00,2014-11-13T00:00:00-06:00,2190,42.3754311174,-71.1114458017,Home,
11/13/14,Home,2014-11-13T00:00:00-06:00,2014-11-13T06:42:57-06:00,24177,42.3754311174,-71.1114458017,Home,
11/13/14,Aldrich Hall,2014-11-13T07:05:05-06:00,2014-11-13T11:16:42-06:00,15097,42.36578780710847,-71.12210915179602,College Academic Building,http://foursquare.com/venue/4ac64359f964a5206eb320e3
11/13/14,Home,2014-11-13T11:39:48-06:00,2014-11-13T12:15:38-06:00,2150,42.3754311174,-71.1114458017,Home,
11/13/14,Petsi Pies,2014-11-13T12:26:20-06:00,2014-11-13T13:02:04-06:00,2144,42.36892873750989,-71.11353635787964,Coffee Shop,http://foursquare.com/venue/49f9f896f964a5209f6d1fe3
11/13/14,Home,2014-11-13T13:13:37-06:00,2014-11-14T00:00:00-06:00,38783,42.3754311174,-71.1114458017,Home,
11/14/14,Home,2014-11-14T00:00:00-06:00,2014-11-14T06:51:16-06:00,24676,42.3754311174,-71.1114458017,Home,
11/14/14,Spangler Center,2014-11-14T07:06:00-06:00,2014-11-14T07:54:52-06:00,2932,42.36522543920124,-71.12218458495514,Student Center,http://foursquare.com/venue/4aeee0b0f964a52081d421e3
11/14/14,Harvard Innovation Lab,2014-11-14T07:58:25-06:00,2014-11-14T09:22:03-06:00,5018,42.36427488545988,-71.12402979165076,College Technology Building,http://foursquare.com/venue/4e5d4676ae60839ea2e29e64
11/14/14,Aldrich Hall,2014-11-14T09:29:28-06:00,2014-11-14T16:18:06-06:00,24518,42.36578780710847,-71.12210915179602,College Academic Building,http://foursquare.com/venue/4ac64359f964a5206eb320e3
11/14/14,Morgan Hall,2014-11-14T16:22:28-06:00,2014-11-14T17:22:44-06:00,3616,42.36670606297722,-71.1239079386408,College Administrative Building,http://foursquare.com/venue/4adf6b74f964a520697a21e3
11/14/14,Border Cafe,2014-11-14T17:35:48-06:00,2014-11-14T18:45:48-06:00,4200,42.3743468,-71.120141,Mexican Restaurant,http://foursquare.com/venue/3fd66200f964a520bded1ee3
11/14/14,Home,2014-11-14T18:57:25-06:00,2014-11-14T20:33:03-06:00,5738,42.3754311174,-71.1114458017,Home,
11/14/14,Kathryn Rathje,2014-11-14T20:45:26-06:00,2014-11-14T23:41:59-06:00,10593,42.3686100067,-71.112980002,Home,
11/14/14,Hong Kong,2014-11-14T23:49:16-06:00,2014-11-15T00:00:00-06:00,644,42.372426,-71.11595,Chinese Restaurant,http://foursquare.com/venue/40b28c80f964a52036f81ee3
11/15/14,Hong Kong,2014-11-15T00:00:00-06:00,2014-11-15T01:06:38-06:00,3998,42.372426,-71.11595,Chinese Restaurant,http://foursquare.com/venue/40b28c80f964a52036f81ee3
11/15/14,Place in Old Cambridge,2014-11-15T01:13:48-06:00,2014-11-15T01:19:39-06:00,351,42.3707082559,-71.1109832371,,
11/15/14,Home,2014-11-15T01:28:53-06:00,2014-11-15T13:14:30-06:00,42337,42.3754311174,-71.1114458017,Home,
11/15/14,Chameleon Tattoo and Body Piercing,2014-11-15T13:25:07-06:00,2014-11-15T15:32:58-06:00,7671,42.3725749083216,-71.11967325210571,Tattoo Parlor,http://foursquare.com/venue/4afdc0dff964a520902a22e3
11/15/14,Home,2014-11-15T15:41:49-06:00,2014-11-15T17:29:02-06:00,6433,42.3754311174,-71.1114458017,Home,
11/15/14,Home,2014-11-15T17:40:57-06:00,2014-11-15T19:49:38-06:00,7721,42.3754311174,-71.1114458017,Home,
11/15/14,Cole Shelton Home,2014-11-15T20:06:14-06:00,2014-11-15T23:42:23-06:00,12969,42.3658757609,-71.1006331544,Home,
11/15/14,Home,2014-11-15T23:57:53-06:00,2014-11-16T00:00:00-06:00,127,42.3754311174,-71.1114458017,Home,
11/16/14,Home,2014-11-16T00:00:00-06:00,2014-11-17T00:00:00-06:00,86400,42.3754311174,-71.1114458017,Home,
