Date,Type,Name,Start,End,Duration
7/1/14,place,Home,2014-07-01T00:00:00-05:00,2014-07-01T08:49:05-05:00,31745
7/1/14,move,walking,2014-07-01T08:49:05-05:00,2014-07-01T09:01:30-05:00,745
7/1/14,place,Richard A. & Susan F. Smith Campus Center (fka Holyoke Center),2014-07-01T09:01:30-05:00,2014-07-01T09:47:27-05:00,2757
7/1/14,move,walking,2014-07-01T09:47:27-05:00,2014-07-01T10:01:05-05:00,818
7/1/14,place,Home,2014-07-01T10:01:05-05:00,2014-07-01T20:43:27-05:00,38542
7/1/14,move,walking,2014-07-01T20:43:27-05:00,2014-07-01T21:16:57-05:00,2010
7/1/14,place,Place in Old Cambridge,2014-07-01T21:16:57-05:00,2014-07-01T21:20:31-05:00,214
7/1/14,move,walking,2014-07-01T21:20:31-05:00,2014-07-01T21:24:40-05:00,249
7/1/14,place,Home,2014-07-01T21:24:40-05:00,2014-07-02T00:00:00-05:00,9320
7/2/14,place,Home,2014-07-02T00:00:00-05:00,2014-07-02T09:21:03-05:00,33663
7/2/14,move,walking,2014-07-02T09:21:03-05:00,2014-07-02T09:44:13-05:00,1390
7/2/14,place,Matt Ritter Home,2014-07-02T09:44:14-05:00,2014-07-02T10:52:09-05:00,4075
7/2/14,move,walking,2014-07-02T10:52:09-05:00,2014-07-02T11:18:15-05:00,1566
7/2/14,place,Home,2014-07-02T11:18:15-05:00,2014-07-02T11:58:39-05:00,2424
7/2/14,move,transport,2014-07-02T11:58:39-05:00,2014-07-02T12:21:51-05:00,1392
7/2/14,place,Boston Logan International Airport (BOS),2014-07-02T12:21:51-05:00,2014-07-02T12:33:31-05:00,700
7/2/14,move,walking,2014-07-02T12:33:31-05:00,2014-07-02T12:36:47-05:00,196
7/2/14,place,Boston Logan International Airport (BOS),2014-07-02T12:36:47-05:00,2014-07-02T15:45:33-05:00,11326
7/2/14,move,transport,2014-07-02T15:45:33-05:00,2014-07-02T16:46:18-05:00,3645
7/2/14,place,Boston Logan International Airport (BOS),2014-07-02T16:46:18-05:00,2014-07-02T19:50:50-05:00,11072
7/2/14,move,transport,2014-07-02T19:50:50-05:00,2014-07-02T21:49:38-05:00,7128
7/2/14,place,Chicago O'Hare International Airport (ORD),2014-07-02T21:49:38-05:00,2014-07-02T21:54:49-05:00,311
7/2/14,move,walking,2014-07-02T21:54:49-05:00,2014-07-02T22:05:40-05:00,651
7/2/14,move,transport,2014-07-02T22:05:40-05:00,2014-07-02T22:56:39-05:00,3059
7/2/14,place,Fitzsimmons Home,2014-07-02T22:56:39-05:00,2014-07-03T00:00:00-05:00,3801
7/3/14,place,Fitzsimmons Home,2014-07-03T00:00:00-05:00,2014-07-03T09:52:07-05:00,35527
7/3/14,move,transport,2014-07-03T09:52:07-05:00,2014-07-03T10:01:34-05:00,567
7/3/14,move,walking,2014-07-03T10:01:33-05:00,2014-07-03T11:17:36-05:00,4563
7/3/14,move,transport,2014-07-03T11:17:36-05:00,2014-07-03T11:27:18-05:00,582
7/3/14,place,Fitzsimmons Home,2014-07-03T11:27:18-05:00,2014-07-03T12:33:48-05:00,3990
7/3/14,move,transport,2014-07-03T12:33:48-05:00,2014-07-03T12:48:22-05:00,874
7/3/14,place,Portillo's Hot Dogs,2014-07-03T12:48:22-05:00,2014-07-03T13:23:45-05:00,2123
7/3/14,move,transport,2014-07-03T13:23:45-05:00,2014-07-03T13:33:37-05:00,592
7/3/14,move,walking,2014-07-03T13:33:38-05:00,2014-07-03T13:36:23-05:00,165
7/3/14,place,Fitzsimmons Home,2014-07-03T13:36:23-05:00,2014-07-04T00:00:00-05:00,37417
7/4/14,place,Fitzsimmons Home,2014-07-04T00:00:00-05:00,2014-07-04T06:09:33-05:00,22173
7/4/14,place,Fitzsimmons Home,2014-07-04T06:39:20-05:00,2014-07-04T17:29:14-05:00,38994
7/4/14,move,transport,2014-07-04T17:29:14-05:00,2014-07-04T17:40:08-05:00,654
7/4/14,place,McKanna Home,2014-07-04T17:40:08-05:00,2014-07-04T22:30:12-05:00,17404
7/4/14,move,walking,2014-07-04T22:30:12-05:00,2014-07-04T22:34:01-05:00,229
7/4/14,place,Fitzsimmons Home,2014-07-04T23:07:58-05:00,2014-07-05T00:00:00-05:00,3122
7/5/14,place,Fitzsimmons Home,2014-07-05T00:00:00-05:00,2014-07-05T11:43:14-05:00,42194
7/5/14,move,transport,2014-07-05T11:43:14-05:00,2014-07-05T11:50:59-05:00,465
7/5/14,move,walking,2014-07-05T11:50:59-05:00,2014-07-05T12:03:30-05:00,751
7/5/14,move,running,2014-07-05T12:03:30-05:00,2014-07-05T12:06:00-05:00,150
7/5/14,move,walking,2014-07-05T12:06:00-05:00,2014-07-05T13:00:30-05:00,3270
7/5/14,move,transport,2014-07-05T13:00:30-05:00,2014-07-05T13:15:33-05:00,903
7/5/14,place,Fitzsimmons Home,2014-07-05T13:15:33-05:00,2014-07-05T15:01:03-05:00,6330
7/5/14,move,transport,2014-07-05T15:01:03-05:00,2014-07-05T15:17:51-05:00,1008
7/5/14,move,walking,2014-07-05T15:17:50-05:00,2014-07-05T15:19:51-05:00,121
7/5/14,place,Place in St. Charles,2014-07-05T15:19:51-05:00,2014-07-05T16:23:39-05:00,3828
7/5/14,move,transport,2014-07-05T16:23:39-05:00,2014-07-05T16:46:07-05:00,1348
7/5/14,place,Fitzsimmons Home,2014-07-05T16:46:06-05:00,2014-07-06T00:00:00-05:00,26034
7/6/14,place,Fitzsimmons Home,2014-07-06T00:00:00-05:00,2014-07-06T13:44:12-05:00,49452
7/6/14,move,transport,2014-07-06T13:44:12-05:00,2014-07-06T14:00:09-05:00,957
7/6/14,place,Kohl's,2014-07-06T14:00:08-05:00,2014-07-06T14:15:12-05:00,904
7/6/14,move,transport,2014-07-06T14:15:12-05:00,2014-07-06T14:24:05-05:00,533
7/6/14,place,Fitzsimmons Home,2014-07-06T14:24:05-05:00,2014-07-06T17:36:49-05:00,11564
7/6/14,move,transport,2014-07-06T17:36:49-05:00,2014-07-06T18:08:39-05:00,1910
7/6/14,place,Mon Ami Gabi,2014-07-06T18:08:38-05:00,2014-07-06T19:37:14-05:00,5316
7/6/14,move,walking,2014-07-06T19:37:14-05:00,2014-07-06T19:46:46-05:00,572
7/6/14,place,Oakbrook Apple Store v2.0,2014-07-06T19:46:45-05:00,2014-07-06T19:52:34-05:00,349
7/6/14,move,walking,2014-07-06T19:52:34-05:00,2014-07-06T20:01:15-05:00,521
7/6/14,move,transport,2014-07-06T20:01:14-05:00,2014-07-06T20:35:20-05:00,2046
7/6/14,place,Fitzsimmons Home,2014-07-06T20:35:20-05:00,2014-07-06T20:50:22-05:00,902
7/6/14,move,transport,2014-07-06T20:50:22-05:00,2014-07-06T20:53:15-05:00,173
7/6/14,move,walking,2014-07-06T20:53:15-05:00,2014-07-06T20:55:15-05:00,120
7/6/14,move,transport,2014-07-06T20:55:16-05:00,2014-07-06T20:58:58-05:00,222
7/6/14,place,Fitzsimmons Home,2014-07-06T20:58:57-05:00,2014-07-07T00:00:00-05:00,10863
7/7/14,place,Fitzsimmons Home,2014-07-07T00:00:00-05:00,2014-07-07T10:57:46-05:00,39466
7/7/14,move,walking,2014-07-07T10:57:46-05:00,2014-07-07T11:00:30-05:00,164
7/7/14,move,transport,2014-07-07T11:00:29-05:00,2014-07-07T11:14:50-05:00,861
7/7/14,place,Naughton & Associates CPA,2014-07-07T11:14:50-05:00,2014-07-07T11:56:51-05:00,2521
7/7/14,move,transport,2014-07-07T11:56:51-05:00,2014-07-07T12:16:07-05:00,1156
7/7/14,place,Fitzsimmons Home,2014-07-07T12:16:06-05:00,2014-07-07T12:35:48-05:00,1182
7/7/14,move,transport,2014-07-07T12:35:48-05:00,2014-07-07T12:47:14-05:00,686
7/7/14,place,Fitzsimmons Home,2014-07-07T12:47:15-05:00,2014-07-07T14:32:06-05:00,6291
7/7/14,move,transport,2014-07-07T14:32:06-05:00,2014-07-07T14:40:37-05:00,511
7/7/14,place,Sam's Club,2014-07-07T14:40:36-05:00,2014-07-07T15:07:54-05:00,1638
7/7/14,move,walking,2014-07-07T15:07:54-05:00,2014-07-07T15:10:55-05:00,181
7/7/14,move,transport,2014-07-07T15:10:54-05:00,2014-07-07T15:19:17-05:00,503
7/7/14,place,Fitzsimmons Home,2014-07-07T15:19:17-05:00,2014-07-07T16:15:59-05:00,3402
7/7/14,move,transport,2014-07-07T16:15:59-05:00,2014-07-07T17:32:05-05:00,4566
7/7/14,place,Chicago O'Hare International Airport (ORD),2014-07-07T17:32:04-05:00,2014-07-07T17:56:48-05:00,1484
7/7/14,move,walking,2014-07-07T17:56:48-05:00,2014-07-07T17:59:56-05:00,188
7/7/14,place,Gate L5,2014-07-07T17:59:56-05:00,2014-07-07T18:37:50-05:00,2274
7/7/14,move,transport,2014-07-07T18:37:50-05:00,2014-07-07T20:57:08-05:00,8358
7/7/14,move,walking,2014-07-07T20:57:07-05:00,2014-07-07T21:01:23-05:00,256
7/7/14,place,Boston Logan International Airport (BOS),2014-07-07T21:01:23-05:00,2014-07-07T21:17:49-05:00,986
7/7/14,move,transport,2014-07-07T21:17:49-05:00,2014-07-07T21:35:20-05:00,1051
7/7/14,place,Home,2014-07-07T21:35:19-05:00,2014-07-08T00:00:00-05:00,8681
7/8/14,place,Home,2014-07-08T00:00:00-05:00,2014-07-08T09:10:31-05:00,33031
7/8/14,move,walking,2014-07-08T09:10:31-05:00,2014-07-08T09:23:12-05:00,761
7/8/14,place,Proximate,2014-07-08T09:23:12-05:00,2014-07-08T12:06:59-05:00,9827
7/8/14,move,walking,2014-07-08T12:06:59-05:00,2014-07-08T12:18:00-05:00,661
7/8/14,place,Home,2014-07-08T12:18:00-05:00,2014-07-08T12:39:52-05:00,1312
7/8/14,move,walking,2014-07-08T12:39:52-05:00,2014-07-08T12:55:39-05:00,947
7/8/14,place,Harvard Alumni Association,2014-07-08T12:55:39-05:00,2014-07-08T14:12:02-05:00,4583
7/8/14,move,walking,2014-07-08T14:12:02-05:00,2014-07-08T14:17:07-05:00,305
7/8/14,place,Starbucks,2014-07-08T14:17:07-05:00,2014-07-08T14:21:02-05:00,235
7/8/14,move,walking,2014-07-08T14:21:02-05:00,2014-07-08T14:33:10-05:00,728
7/8/14,place,Proximate,2014-07-08T14:33:10-05:00,2014-07-08T16:34:25-05:00,7275
7/8/14,move,walking,2014-07-08T16:34:25-05:00,2014-07-08T16:46:35-05:00,730
7/8/14,place,Home,2014-07-08T16:46:35-05:00,2014-07-08T17:53:20-05:00,4005
7/8/14,move,walking,2014-07-08T17:53:20-05:00,2014-07-08T18:10:24-05:00,1024
7/8/14,place,Legal Sea Foods - Charles Square,2014-07-08T18:10:23-05:00,2014-07-08T19:31:11-05:00,4848
7/8/14,move,walking,2014-07-08T19:31:11-05:00,2014-07-08T19:52:54-05:00,1303
7/8/14,place,Home,2014-07-08T19:52:54-05:00,2014-07-09T00:00:00-05:00,14826
7/9/14,place,Home,2014-07-09T00:00:00-05:00,2014-07-09T07:31:15-05:00,27075
7/9/14,move,walking,2014-07-09T07:31:15-05:00,2014-07-09T07:35:53-05:00,278
7/9/14,place,Broadway Marketplace,2014-07-09T07:35:52-05:00,2014-07-09T07:40:36-05:00,284
7/9/14,move,walking,2014-07-09T07:40:36-05:00,2014-07-09T07:47:22-05:00,406
7/9/14,move,transport,2014-07-09T07:47:23-05:00,2014-07-09T07:54:54-05:00,451
7/9/14,move,walking,2014-07-09T07:54:53-05:00,2014-07-09T07:57:24-05:00,151
7/9/14,place,Place in Cambridgeport,2014-07-09T07:57:24-05:00,2014-07-09T09:15:43-05:00,4699
7/9/14,move,walking,2014-07-09T09:15:43-05:00,2014-07-09T09:36:15-05:00,1232
7/9/14,place,Home,2014-07-09T09:36:15-05:00,2014-07-09T10:43:31-05:00,4036
7/9/14,move,walking,2014-07-09T10:43:32-05:00,2014-07-09T10:58:25-05:00,893
