Date,Type,Name,Start,End,Duration
10/1/14,place,Home,2014-10-01T00:00:00-05:00,2014-10-01T05:54:04-05:00,21244
10/1/14,move,walking,2014-10-01T05:54:04-05:00,2014-10-01T06:06:55-05:00,771
10/1/14,place,Petsi Pies,2014-10-01T06:06:55-05:00,2014-10-01T06:28:25-05:00,1290
10/1/14,move,walking,2014-10-01T06:28:26-05:00,2014-10-01T06:44:34-05:00,968
10/1/14,place,Aldrich Hall,2014-10-01T06:44:33-05:00,2014-10-01T13:56:58-05:00,25945
10/1/14,move,walking,2014-10-01T13:56:58-05:00,2014-10-01T14:25:47-05:00,1729
10/1/14,place,Home,2014-10-01T14:25:47-05:00,2014-10-01T17:05:33-05:00,9586
10/1/14,move,walking,2014-10-01T17:05:33-05:00,2014-10-01T17:31:12-05:00,1539
10/1/14,place,Harvard Innovation Lab,2014-10-01T17:31:12-05:00,2014-10-01T19:28:04-05:00,7012
10/1/14,move,transport,2014-10-01T19:28:04-05:00,2014-10-01T19:36:56-05:00,532
10/1/14,place,Home,2014-10-01T19:36:57-05:00,2014-10-02T00:00:00-05:00,15783
10/2/14,place,Home,2014-10-02T00:00:00-05:00,2014-10-02T06:32:03-05:00,23523
10/2/14,move,walking,2014-10-02T06:32:03-05:00,2014-10-02T07:03:10-05:00,1867
10/2/14,place,Harvard Innovation Lab,2014-10-02T07:03:10-05:00,2014-10-02T07:52:03-05:00,2933
10/2/14,move,walking,2014-10-02T07:52:03-05:00,2014-10-02T08:01:56-05:00,593
10/2/14,place,Aldrich Hall,2014-10-02T08:01:56-05:00,2014-10-02T13:24:28-05:00,19352
10/2/14,move,walking,2014-10-02T13:24:28-05:00,2014-10-02T13:29:22-05:00,294
10/2/14,place,Morgan Hall,2014-10-02T13:29:21-05:00,2014-10-02T14:10:14-05:00,2453
10/2/14,move,walking,2014-10-02T14:10:14-05:00,2014-10-02T14:36:21-05:00,1567
10/2/14,place,Home,2014-10-02T14:36:22-05:00,2014-10-02T17:03:51-05:00,8849
10/2/14,move,walking,2014-10-02T17:03:51-05:00,2014-10-02T17:21:25-05:00,1054
10/2/14,place,Park,2014-10-02T17:21:25-05:00,2014-10-02T19:24:58-05:00,7413
10/2/14,move,walking,2014-10-02T19:24:58-05:00,2014-10-02T19:40:49-05:00,951
10/2/14,place,10 Akron,2014-10-02T19:40:50-05:00,2014-10-02T21:12:23-05:00,5493
10/2/14,move,walking,2014-10-02T21:12:23-05:00,2014-10-02T21:25:01-05:00,758
10/2/14,place,Daedalus,2014-10-02T21:25:01-05:00,2014-10-02T23:02:05-05:00,5824
10/2/14,move,walking,2014-10-02T23:02:05-05:00,2014-10-02T23:07:17-05:00,312
10/2/14,place,Hong Kong,2014-10-02T23:07:17-05:00,2014-10-02T23:52:01-05:00,2684
10/2/14,move,walking,2014-10-02T23:52:01-05:00,2014-10-03T00:00:00-05:00,479
10/3/14,move,walking,2014-10-03T00:00:00-05:00,2014-10-03T00:03:23-05:00,203
10/3/14,place,Home,2014-10-03T00:03:23-05:00,2014-10-03T10:47:26-05:00,38643
10/3/14,move,walking,2014-10-03T10:47:26-05:00,2014-10-03T11:01:31-05:00,845
10/3/14,move,underground,2014-10-03T11:01:31-05:00,2014-10-03T11:43:03-05:00,2492
10/3/14,move,walking,2014-10-03T11:43:03-05:00,2014-10-03T11:45:04-05:00,121
10/3/14,place,Boston Logan International Airport (BOS),2014-10-03T11:45:04-05:00,2014-10-03T12:56:24-05:00,4280
10/3/14,move,transport,2014-10-03T12:56:24-05:00,2014-10-03T15:53:17-05:00,10613
10/3/14,place,Gate L5,2014-10-03T15:53:17-05:00,2014-10-03T15:57:11-05:00,234
10/3/14,move,walking,2014-10-03T15:57:11-05:00,2014-10-03T16:00:17-05:00,186
10/3/14,move,transport,2014-10-03T16:00:16-05:00,2014-10-03T17:21:04-05:00,4848
10/3/14,place,Fitzsimmons Home,2014-10-03T17:21:04-05:00,2014-10-04T00:00:00-05:00,23936
10/4/14,place,Fitzsimmons Home,2014-10-04T00:00:00-05:00,2014-10-04T13:20:53-05:00,48053
10/4/14,move,transport,2014-10-04T13:20:53-05:00,2014-10-04T13:23:02-05:00,129
10/4/14,place,Nosh,2014-10-04T13:23:02-05:00,2014-10-04T14:52:42-05:00,5380
10/4/14,move,walking,2014-10-04T14:52:42-05:00,2014-10-04T15:17:22-05:00,1480
10/4/14,place,Fitzsimmons Home,2014-10-04T15:17:21-05:00,2014-10-05T00:00:00-05:00,31359
10/5/14,place,Fitzsimmons Home,2014-10-05T00:00:00-05:00,2014-10-05T11:07:45-05:00,40065
10/5/14,move,transport,2014-10-05T11:07:45-05:00,2014-10-05T11:20:12-05:00,747
10/5/14,place,Marmion Academy & Abbey,2014-10-05T11:20:12-05:00,2014-10-05T12:07:10-05:00,2818
10/5/14,move,walking,2014-10-05T12:07:10-05:00,2014-10-05T12:11:49-05:00,279
10/5/14,place,Marmion Academy & Abbey,2014-10-05T12:11:48-05:00,2014-10-05T13:36:58-05:00,5110
10/5/14,move,walking,2014-10-05T13:36:58-05:00,2014-10-05T13:43:09-05:00,371
10/5/14,move,transport,2014-10-05T13:43:09-05:00,2014-10-05T14:13:14-05:00,1805
10/5/14,place,Place in Streamwood,2014-10-05T14:13:13-05:00,2014-10-05T14:20:09-05:00,416
10/5/14,move,transport,2014-10-05T14:20:09-05:00,2014-10-05T14:53:31-05:00,2002
10/5/14,place,Land's End Outlet,2014-10-05T14:53:30-05:00,2014-10-05T15:34:10-05:00,2440
10/5/14,move,transport,2014-10-05T15:34:10-05:00,2014-10-05T15:56:48-05:00,1358
10/5/14,place,Matt Fitzsimmons Apartment,2014-10-05T15:56:48-05:00,2014-10-05T17:04:23-05:00,4055
