Date,Type,Name,Start,End,Duration
12/1/14,place,Home,2014-12-01T00:00:00-06:00,2014-12-01T06:26:55-06:00,23215
12/1/14,move,walking,2014-12-01T06:26:55-06:00,2014-12-01T06:48:19-06:00,1284
12/1/14,place,Place in Allston,2014-12-01T06:48:19-06:00,2014-12-01T07:55:14-06:00,4015
12/1/14,move,walking,2014-12-01T07:55:14-06:00,2014-12-01T08:03:04-06:00,470
12/1/14,place,Aldrich Hall,2014-12-01T08:03:03-06:00,2014-12-01T14:19:12-06:00,22569
12/1/14,move,walking,2014-12-01T14:19:12-06:00,2014-12-01T14:27:54-06:00,522
12/1/14,place,Harvard Innovation Lab,2014-12-01T14:27:54-06:00,2014-12-01T15:01:18-06:00,2004
12/1/14,move,walking,2014-12-01T15:01:18-06:00,2014-12-01T15:12:35-06:00,677
12/1/14,place,Spangler Center,2014-12-01T15:12:35-06:00,2014-12-01T15:59:50-06:00,2835
12/1/14,move,walking,2014-12-01T15:59:50-06:00,2014-12-01T16:03:04-06:00,194
12/1/14,place,Batten Hall,2014-12-01T16:03:04-06:00,2014-12-01T16:59:47-06:00,3403
12/1/14,move,walking,2014-12-01T16:59:47-06:00,2014-12-01T17:28:08-06:00,1701
12/1/14,place,Home,2014-12-01T17:28:07-06:00,2014-12-01T18:28:49-06:00,3642
12/1/14,move,walking,2014-12-01T18:28:49-06:00,2014-12-01T18:38:35-06:00,586
12/1/14,place,Home,2014-12-01T18:38:35-06:00,2014-12-01T23:32:48-06:00,17653
12/2/14,move,walking,2014-12-02T14:34:28-06:00,2014-12-02T14:37:51-06:00,203
12/2/14,place,Broadway Marketplace,2014-12-02T14:37:51-06:00,2014-12-02T14:41:36-06:00,225
12/2/14,move,walking,2014-12-02T14:41:36-06:00,2014-12-02T14:45:43-06:00,247
12/2/14,place,Home,2014-12-02T14:45:43-06:00,2014-12-02T19:14:05-06:00,16102
12/2/14,move,walking,2014-12-02T19:14:05-06:00,2014-12-02T19:19:27-06:00,322
12/2/14,place,Bank of America ATM,2014-12-02T19:19:26-06:00,2014-12-02T19:21:34-06:00,128
12/2/14,move,walking,2014-12-02T19:21:34-06:00,2014-12-02T19:25:14-06:00,220
12/2/14,place,Home,2014-12-02T19:25:13-06:00,2014-12-03T00:00:00-06:00,16487
12/3/14,place,Home,2014-12-03T00:00:00-06:00,2014-12-03T06:36:23-06:00,23783
12/3/14,move,walking,2014-12-03T06:36:23-06:00,2014-12-03T06:59:01-06:00,1358
12/3/14,place,Spangler Center,2014-12-03T06:59:02-06:00,2014-12-03T07:56:24-06:00,3442
12/3/14,move,walking,2014-12-03T07:56:24-06:00,2014-12-03T08:03:05-06:00,401
12/3/14,place,Aldrich Hall,2014-12-03T08:03:05-06:00,2014-12-03T12:20:37-06:00,15452
12/3/14,move,walking,2014-12-03T12:20:37-06:00,2014-12-03T12:26:34-06:00,357
12/3/14,place,Harvard Innovation Lab,2014-12-03T12:26:35-06:00,2014-12-03T14:11:57-06:00,6322
12/3/14,move,walking,2014-12-03T14:11:57-06:00,2014-12-03T14:28:13-06:00,976
12/3/14,place,Harvard Alumni Association,2014-12-03T14:28:13-06:00,2014-12-03T16:03:47-06:00,5734
12/3/14,move,walking,2014-12-03T16:03:47-06:00,2014-12-03T16:11:11-06:00,444
12/3/14,place,Starbucks,2014-12-03T16:11:12-06:00,2014-12-03T21:33:09-06:00,19317
12/3/14,move,walking,2014-12-03T21:33:09-06:00,2014-12-03T21:51:46-06:00,1117
12/3/14,place,Home,2014-12-03T21:51:47-06:00,2014-12-04T00:00:00-06:00,7693
12/4/14,place,Home,2014-12-04T00:00:00-06:00,2014-12-04T06:33:40-06:00,23620
12/4/14,move,walking,2014-12-04T06:33:40-06:00,2014-12-04T06:54:51-06:00,1271
12/4/14,place,Aldrich Hall,2014-12-04T06:54:50-06:00,2014-12-04T15:05:31-06:00,29441
12/4/14,move,walking,2014-12-04T15:05:31-06:00,2014-12-04T15:32:28-06:00,1617
12/4/14,place,Home,2014-12-04T15:32:29-06:00,2014-12-04T17:19:57-06:00,6448
12/4/14,move,walking,2014-12-04T17:19:57-06:00,2014-12-04T17:41:14-06:00,1277
12/4/14,place,One Western Avenue,2014-12-04T17:41:14-06:00,2014-12-04T22:34:11-06:00,17577
12/4/14,move,walking,2014-12-04T22:34:11-06:00,2014-12-04T22:59:48-06:00,1537
12/4/14,place,Home,2014-12-04T22:59:48-06:00,2014-12-05T00:00:00-06:00,3612
12/5/14,place,Home,2014-12-05T00:00:00-06:00,2014-12-05T06:34:19-06:00,23659
12/5/14,move,walking,2014-12-05T06:34:19-06:00,2014-12-05T06:55:57-06:00,1298
12/5/14,place,Aldrich Hall,2014-12-05T06:55:57-06:00,2014-12-05T13:30:43-06:00,23686
12/5/14,move,walking,2014-12-05T13:30:43-06:00,2014-12-05T13:50:02-06:00,1159
12/5/14,place,Keezer's,2014-12-05T13:50:02-06:00,2014-12-05T14:32:10-06:00,2528
12/5/14,move,walking,2014-12-05T14:32:10-06:00,2014-12-05T14:53:51-06:00,1301
12/5/14,place,Home,2014-12-05T14:53:50-06:00,2014-12-05T16:50:09-06:00,6979
12/5/14,move,walking,2014-12-05T16:50:09-06:00,2014-12-05T17:04:55-06:00,886
12/5/14,place,Place in Cambridgeport,2014-12-05T17:04:55-06:00,2014-12-05T17:09:54-06:00,299
12/5/14,move,walking,2014-12-05T17:09:54-06:00,2014-12-05T17:20:26-06:00,632
12/5/14,move,transport,2014-12-05T17:20:26-06:00,2014-12-05T17:41:57-06:00,1291
12/5/14,move,walking,2014-12-05T17:41:57-06:00,2014-12-05T17:46:59-06:00,302
12/5/14,place,The Westin Copley Place,2014-12-05T17:46:59-06:00,2014-12-05T18:04:24-06:00,1045
12/5/14,move,walking,2014-12-05T18:04:24-06:00,2014-12-05T18:06:29-06:00,125
12/5/14,place,The Westin Copley Place,2014-12-05T18:06:29-06:00,2014-12-06T00:00:00-06:00,21211
12/6/14,place,The Westin Copley Place,2014-12-06T00:00:00-06:00,2014-12-06T00:29:54-06:00,1794
12/6/14,move,transport,2014-12-06T00:29:54-06:00,2014-12-06T00:45:52-06:00,958
12/6/14,place,Home,2014-12-06T00:45:52-06:00,2014-12-06T10:40:11-06:00,35659
12/6/14,move,walking,2014-12-06T10:40:12-06:00,2014-12-06T10:43:50-06:00,218
12/6/14,place,Darwin's Ltd.,2014-12-06T10:43:49-06:00,2014-12-06T12:06:31-06:00,4962
12/6/14,move,walking,2014-12-06T12:06:31-06:00,2014-12-06T12:32:15-06:00,1544
12/6/14,place,Keezer's,2014-12-06T12:32:14-06:00,2014-12-06T12:35:43-06:00,209
12/6/14,move,walking,2014-12-06T12:35:43-06:00,2014-12-06T12:56:19-06:00,1236
