Date,Type,Name,Start,End,Duration
3/1/14,place,2440 39th St NW,2014-03-01T00:00:00-06:00,2014-03-01T08:48:55-06:00,31735
3/1/14,move,walking,2014-03-01T08:48:55-06:00,2014-03-01T08:56:43-06:00,468
3/1/14,place,Whole Foods Market,2014-03-01T08:56:43-06:00,2014-03-01T09:43:26-06:00,2803
3/1/14,move,transport,2014-03-01T09:43:26-06:00,2014-03-01T10:05:15-06:00,1309
3/1/14,move,walking,2014-03-01T10:05:14-06:00,2014-03-01T10:11:50-06:00,396
3/1/14,place,Cosi,2014-03-01T10:11:51-06:00,2014-03-01T21:09:22-06:00,39451
3/1/14,move,transport,2014-03-01T21:09:22-06:00,2014-03-01T21:25:26-06:00,964
3/1/14,place,Place in Glover Park,2014-03-01T21:25:26-06:00,2014-03-02T00:00:00-06:00,9274
3/2/14,place,Place in Glover Park,2014-03-02T00:00:00-06:00,2014-03-02T15:09:08-06:00,54548
3/2/14,move,transport,2014-03-02T15:09:08-06:00,2014-03-02T15:25:48-06:00,1000
3/2/14,place,Safeway,2014-03-02T15:25:48-06:00,2014-03-02T15:49:15-06:00,1407
3/2/14,move,transport,2014-03-02T15:49:15-06:00,2014-03-02T15:55:24-06:00,369
3/2/14,move,walking,2014-03-02T15:55:25-06:00,2014-03-02T16:01:19-06:00,354
3/4/14,move,bus,2014-03-04T08:19:58-06:00,2014-03-04T08:24:42-06:00,284
3/4/14,move,walking,2014-03-04T08:24:42-06:00,2014-03-04T08:28:42-06:00,240
3/4/14,move,underground,2014-03-04T08:28:42-06:00,2014-03-04T08:46:13-06:00,1051
3/4/14,move,walking,2014-03-04T08:46:13-06:00,2014-03-04T08:50:36-06:00,263
3/4/14,place,Union Station | Gate K,2014-03-04T08:50:37-06:00,2014-03-04T09:15:30-06:00,1493
3/4/14,move,train,2014-03-04T09:33:51-06:00,2014-03-04T14:49:42-06:00,18951
3/4/14,move,train,2014-03-04T15:29:14-06:00,2014-03-04T17:35:29-06:00,7575
3/4/14,move,walking,2014-03-04T17:35:29-06:00,2014-03-04T17:39:59-06:00,270
3/4/14,move,underground,2014-03-04T17:39:59-06:00,2014-03-04T17:58:00-06:00,1081
3/4/14,move,walking,2014-03-04T17:58:00-06:00,2014-03-04T18:07:32-06:00,572
3/4/14,place,Home,2014-03-04T18:07:32-06:00,2014-03-05T00:00:00-06:00,21148
3/5/14,place,Home,2014-03-05T00:00:00-06:00,2014-03-05T08:19:35-06:00,29975
3/5/14,place,Place in Old Cambridge,2014-03-05T08:19:36-06:00,2014-03-05T08:28:14-06:00,518
3/5/14,move,walking,2014-03-05T08:28:14-06:00,2014-03-05T08:42:46-06:00,872
3/5/14,place,Proximate,2014-03-05T08:42:46-06:00,2014-03-05T11:56:49-06:00,11643
3/5/14,move,walking,2014-03-05T11:56:49-06:00,2014-03-05T12:07:49-06:00,660
3/5/14,place,Border Cafe,2014-03-05T12:07:48-06:00,2014-03-05T13:07:31-06:00,3583
3/5/14,move,walking,2014-03-05T13:07:31-06:00,2014-03-05T13:22:40-06:00,909
3/5/14,place,Dillon House,2014-03-05T13:22:40-06:00,2014-03-05T14:39:37-06:00,4617
3/5/14,move,walking,2014-03-05T14:39:37-06:00,2014-03-05T14:48:28-06:00,531
3/5/14,place,Eliot House,2014-03-05T14:48:29-06:00,2014-03-05T17:39:12-06:00,10243
3/5/14,move,walking,2014-03-05T17:39:12-06:00,2014-03-05T17:56:39-06:00,1047
3/5/14,place,Broadway Marketplace,2014-03-05T17:56:39-06:00,2014-03-05T18:03:28-06:00,409
3/5/14,move,walking,2014-03-05T18:03:28-06:00,2014-03-05T18:06:32-06:00,184
3/5/14,place,Home,2014-03-05T18:06:32-06:00,2014-03-06T00:00:00-06:00,21208
3/6/14,place,Home,2014-03-06T00:00:00-06:00,2014-03-06T08:05:51-06:00,29151
3/6/14,move,walking,2014-03-06T08:05:51-06:00,2014-03-06T08:13:52-06:00,481
3/6/14,place,Proximate,2014-03-06T08:13:51-06:00,2014-03-06T10:15:56-06:00,7325
3/6/14,move,walking,2014-03-06T10:15:56-06:00,2014-03-06T10:22:30-06:00,394
3/6/14,place,Wasserstein Hall,2014-03-06T10:22:30-06:00,2014-03-06T12:03:58-06:00,6088
3/6/14,move,walking,2014-03-06T12:03:58-06:00,2014-03-06T12:06:35-06:00,157
3/6/14,place,Proximate,2014-03-06T12:06:34-06:00,2014-03-06T17:18:20-06:00,18706
3/6/14,move,walking,2014-03-06T17:18:20-06:00,2014-03-06T17:30:38-06:00,738
3/6/14,place,Home,2014-03-06T17:30:39-06:00,2014-03-07T00:00:00-06:00,23361
3/7/14,place,Home,2014-03-07T00:00:00-06:00,2014-03-07T09:01:44-06:00,32504
3/7/14,move,walking,2014-03-07T09:01:44-06:00,2014-03-07T09:15:04-06:00,800
3/7/14,place,Proximate,2014-03-07T09:15:04-06:00,2014-03-07T12:29:51-06:00,11687
3/7/14,move,walking,2014-03-07T12:29:51-06:00,2014-03-07T12:40:30-06:00,639
3/7/14,move,underground,2014-03-07T12:40:30-06:00,2014-03-07T12:48:00-06:00,450
3/7/14,move,walking,2014-03-07T12:48:01-06:00,2014-03-07T12:51:38-06:00,217
3/7/14,place,One Broadway,2014-03-07T12:51:38-06:00,2014-03-07T13:03:01-06:00,683
3/7/14,move,walking,2014-03-07T13:03:01-06:00,2014-03-07T13:09:32-06:00,391
3/7/14,place,101 Main St  (CIC),2014-03-07T13:09:32-06:00,2014-03-07T14:02:14-06:00,3162
3/7/14,move,walking,2014-03-07T14:02:14-06:00,2014-03-07T14:13:21-06:00,667
3/7/14,place,Boston Marriott Cambridge,2014-03-07T14:13:21-06:00,2014-03-07T15:02:35-06:00,2954
3/7/14,move,walking,2014-03-07T15:02:35-06:00,2014-03-07T15:07:00-06:00,265
3/7/14,move,underground,2014-03-07T15:07:00-06:00,2014-03-07T15:13:30-06:00,390
3/7/14,move,walking,2014-03-07T15:13:30-06:00,2014-03-07T15:29:33-06:00,963
3/7/14,place,Proximate,2014-03-07T15:29:33-06:00,2014-03-07T19:11:49-06:00,13336
3/7/14,move,walking,2014-03-07T19:11:49-06:00,2014-03-07T19:23:15-06:00,686
3/7/14,place,Home,2014-03-07T19:23:15-06:00,2014-03-08T00:00:00-06:00,16605
3/8/14,place,Home,2014-03-08T00:00:00-06:00,2014-03-08T09:50:31-06:00,35431
3/8/14,move,walking,2014-03-08T09:50:31-06:00,2014-03-08T10:04:16-06:00,825
3/8/14,place,Russell House Tavern,2014-03-08T10:04:15-06:00,2014-03-08T11:07:40-06:00,3805
3/8/14,move,walking,2014-03-08T11:07:40-06:00,2014-03-08T11:11:41-06:00,241
3/8/14,place,Starbucks,2014-03-08T11:11:41-06:00,2014-03-08T11:14:34-06:00,173
3/8/14,move,walking,2014-03-08T11:14:34-06:00,2014-03-08T11:28:17-06:00,823
3/8/14,place,Proximate,2014-03-08T11:28:17-06:00,2014-03-08T15:03:56-06:00,12939
3/8/14,move,walking,2014-03-08T15:03:56-06:00,2014-03-08T15:11:00-06:00,424
3/8/14,place,MBTA Bus 1,2014-03-08T15:11:00-06:00,2014-03-08T15:21:39-06:00,639
3/8/14,move,walking,2014-03-08T15:21:39-06:00,2014-03-08T15:25:08-06:00,209
3/8/14,place,Experiment Fund,2014-03-08T15:25:09-06:00,2014-03-08T19:56:27-06:00,16278
3/8/14,move,walking,2014-03-08T19:56:27-06:00,2014-03-08T20:10:36-06:00,849
